gtf_gene	gtf_gene_trimmed	crovir_transcript	converted_id	converted_id_no_dups
maker-scaffold-un170-augustus-gene-0.2	maker-scaffold-un170-augustus-gene-0.2	NA	maker-scaffold-un170-augustus-gene-0.2	maker-scaffold-un170-augustus-gene-0.2
augustus_masked-scaffold-un170-processed-gene-0.1	augustus_masked-scaffold-un170-processed-gene-0.1	NA	augustus_masked-scaffold-un170-processed-gene-0.1	augustus_masked-scaffold-un170-processed-gene-0.1
augustus_masked-scaffold-un171-processed-gene-0.0	augustus_masked-scaffold-un171-processed-gene-0.0	NA	augustus_masked-scaffold-un171-processed-gene-0.0	augustus_masked-scaffold-un171-processed-gene-0.0
augustus_masked-scaffold-un172-processed-gene-0.0	augustus_masked-scaffold-un172-processed-gene-0.0	NA	augustus_masked-scaffold-un172-processed-gene-0.0	augustus_masked-scaffold-un172-processed-gene-0.0
maker-scaffold-un174-augustus-gene-0.1	maker-scaffold-un174-augustus-gene-0.1	NA	maker-scaffold-un174-augustus-gene-0.1	maker-scaffold-un174-augustus-gene-0.1
maker-scaffold-un174-augustus-gene-0.2	maker-scaffold-un174-augustus-gene-0.2	NA	maker-scaffold-un174-augustus-gene-0.2	maker-scaffold-un174-augustus-gene-0.2
augustus_masked-scaffold-un175-processed-gene-0.0	augustus_masked-scaffold-un175-processed-gene-0.0	NA	augustus_masked-scaffold-un175-processed-gene-0.0	augustus_masked-scaffold-un175-processed-gene-0.0
maker-scaffold-un177-augustus-gene-0.3	maker-scaffold-un177-augustus-gene-0.3	NA	maker-scaffold-un177-augustus-gene-0.3	maker-scaffold-un177-augustus-gene-0.3
maker-scaffold-un177-augustus-gene-0.2	maker-scaffold-un177-augustus-gene-0.2	NA	maker-scaffold-un177-augustus-gene-0.2	maker-scaffold-un177-augustus-gene-0.2
augustus_masked-scaffold-un178-processed-gene-0.0	augustus_masked-scaffold-un178-processed-gene-0.0	NA	augustus_masked-scaffold-un178-processed-gene-0.0	augustus_masked-scaffold-un178-processed-gene-0.0
augustus_masked-scaffold-un178-processed-gene-0.1	augustus_masked-scaffold-un178-processed-gene-0.1	NA	augustus_masked-scaffold-un178-processed-gene-0.1	augustus_masked-scaffold-un178-processed-gene-0.1
maker-scaffold-un180-augustus-gene-0.1	maker-scaffold-un180-augustus-gene-0.1	NA	maker-scaffold-un180-augustus-gene-0.1	maker-scaffold-un180-augustus-gene-0.1
augustus_masked-scaffold-un184-processed-gene-0.0	augustus_masked-scaffold-un184-processed-gene-0.0	NA	augustus_masked-scaffold-un184-processed-gene-0.0	augustus_masked-scaffold-un184-processed-gene-0.0
maker-scaffold-un187-augustus-gene-0.1	maker-scaffold-un187-augustus-gene-0.1	crovir-transcript-17319	Venom_BPP	Venom_BPP
augustus_masked-scaffold-un188-processed-gene-0.2	augustus_masked-scaffold-un188-processed-gene-0.2	NA	augustus_masked-scaffold-un188-processed-gene-0.2	augustus_masked-scaffold-un188-processed-gene-0.2
augustus_masked-scaffold-un188-processed-gene-0.0	augustus_masked-scaffold-un188-processed-gene-0.0	NA	augustus_masked-scaffold-un188-processed-gene-0.0	augustus_masked-scaffold-un188-processed-gene-0.0
maker-scaffold-un188-augustus-gene-0.4	maker-scaffold-un188-augustus-gene-0.4	NA	maker-scaffold-un188-augustus-gene-0.4	maker-scaffold-un188-augustus-gene-0.4
maker-scaffold-un189-augustus-gene-0.1	maker-scaffold-un189-augustus-gene-0.1	NA	maker-scaffold-un189-augustus-gene-0.1	maker-scaffold-un189-augustus-gene-0.1
maker-scaffold-un190-augustus-gene-0.2	maker-scaffold-un190-augustus-gene-0.2	NA	maker-scaffold-un190-augustus-gene-0.2	maker-scaffold-un190-augustus-gene-0.2
maker-scaffold-un191-augustus-gene-0.1	maker-scaffold-un191-augustus-gene-0.1	NA	maker-scaffold-un191-augustus-gene-0.1	maker-scaffold-un191-augustus-gene-0.1
maker-scaffold-un192-augustus-gene-0.3	maker-scaffold-un192-augustus-gene-0.3	NA	maker-scaffold-un192-augustus-gene-0.3	maker-scaffold-un192-augustus-gene-0.3
maker-scaffold-un192-augustus-gene-0.2	maker-scaffold-un192-augustus-gene-0.2	NA	maker-scaffold-un192-augustus-gene-0.2	maker-scaffold-un192-augustus-gene-0.2
maker-scaffold-un192-augustus-gene-0.4	maker-scaffold-un192-augustus-gene-0.4	NA	maker-scaffold-un192-augustus-gene-0.4	maker-scaffold-un192-augustus-gene-0.4
augustus_masked-scaffold-un194-processed-gene-0.0	augustus_masked-scaffold-un194-processed-gene-0.0	NA	augustus_masked-scaffold-un194-processed-gene-0.0	augustus_masked-scaffold-un194-processed-gene-0.0
maker-scaffold-un195-augustus-gene-0.2	maker-scaffold-un195-augustus-gene-0.2	NA	maker-scaffold-un195-augustus-gene-0.2	maker-scaffold-un195-augustus-gene-0.2
trnascan-scaffold-un195-noncoding-Val_CAC-gene-0.0	trnascan-scaffold-un195-noncoding-Val_CAC-gene-0.0	NA	trnascan-scaffold-un195-noncoding-Val_CAC-gene-0.0	trnascan-scaffold-un195-noncoding-Val_CAC-gene-0.0
maker-scaffold-un197-augustus-gene-0.4	maker-scaffold-un197-augustus-gene-0.4	NA	maker-scaffold-un197-augustus-gene-0.4	maker-scaffold-un197-augustus-gene-0.4
augustus_masked-scaffold-un197-processed-gene-0.2	augustus_masked-scaffold-un197-processed-gene-0.2	NA	augustus_masked-scaffold-un197-processed-gene-0.2	augustus_masked-scaffold-un197-processed-gene-0.2
maker-scaffold-un197-augustus-gene-0.5	maker-scaffold-un197-augustus-gene-0.5	NA	maker-scaffold-un197-augustus-gene-0.5	maker-scaffold-un197-augustus-gene-0.5
augustus_masked-scaffold-un200-processed-gene-0.0	augustus_masked-scaffold-un200-processed-gene-0.0	NA	augustus_masked-scaffold-un200-processed-gene-0.0	augustus_masked-scaffold-un200-processed-gene-0.0
maker-scaffold-un200-augustus-gene-0.4	maker-scaffold-un200-augustus-gene-0.4	NA	maker-scaffold-un200-augustus-gene-0.4	maker-scaffold-un200-augustus-gene-0.4
augustus_masked-scaffold-un202-processed-gene-0.0	augustus_masked-scaffold-un202-processed-gene-0.0	NA	augustus_masked-scaffold-un202-processed-gene-0.0	augustus_masked-scaffold-un202-processed-gene-0.0
augustus_masked-scaffold-un202-processed-gene-0.1	augustus_masked-scaffold-un202-processed-gene-0.1	NA	augustus_masked-scaffold-un202-processed-gene-0.1	augustus_masked-scaffold-un202-processed-gene-0.1
maker-scaffold-un203-augustus-gene-0.2	maker-scaffold-un203-augustus-gene-0.2	NA	maker-scaffold-un203-augustus-gene-0.2	maker-scaffold-un203-augustus-gene-0.2
maker-scaffold-un205-augustus-gene-0.1	maker-scaffold-un205-augustus-gene-0.1	NA	maker-scaffold-un205-augustus-gene-0.1	maker-scaffold-un205-augustus-gene-0.1
augustus_masked-scaffold-un208-processed-gene-0.0	augustus_masked-scaffold-un208-processed-gene-0.0	NA	augustus_masked-scaffold-un208-processed-gene-0.0	augustus_masked-scaffold-un208-processed-gene-0.0
maker-scaffold-un209-augustus-gene-0.2	maker-scaffold-un209-augustus-gene-0.2	NA	maker-scaffold-un209-augustus-gene-0.2	maker-scaffold-un209-augustus-gene-0.2
maker-scaffold-un210-augustus-gene-0.5	maker-scaffold-un210-augustus-gene-0.5	NA	maker-scaffold-un210-augustus-gene-0.5	maker-scaffold-un210-augustus-gene-0.5
maker-scaffold-un210-augustus-gene-0.4	maker-scaffold-un210-augustus-gene-0.4	NA	maker-scaffold-un210-augustus-gene-0.4	maker-scaffold-un210-augustus-gene-0.4
augustus_masked-scaffold-un210-processed-gene-0.2	augustus_masked-scaffold-un210-processed-gene-0.2	NA	augustus_masked-scaffold-un210-processed-gene-0.2	augustus_masked-scaffold-un210-processed-gene-0.2
maker-scaffold-un210-augustus-gene-0.6	maker-scaffold-un210-augustus-gene-0.6	NA	maker-scaffold-un210-augustus-gene-0.6	maker-scaffold-un210-augustus-gene-0.6
maker-scaffold-un214-augustus-gene-0.2	maker-scaffold-un214-augustus-gene-0.2	NA	maker-scaffold-un214-augustus-gene-0.2	maker-scaffold-un214-augustus-gene-0.2
maker-scaffold-un215-augustus-gene-0.2	maker-scaffold-un215-augustus-gene-0.2	NA	maker-scaffold-un215-augustus-gene-0.2	maker-scaffold-un215-augustus-gene-0.2
trnascan-scaffold-un215-noncoding-Pseudo_AGA-gene-0.0	trnascan-scaffold-un215-noncoding-Pseudo_AGA-gene-0.0	NA	trnascan-scaffold-un215-noncoding-Pseudo_AGA-gene-0.0	trnascan-scaffold-un215-noncoding-Pseudo_AGA-gene-0.0
maker-scaffold-un216-augustus-gene-0.2	maker-scaffold-un216-augustus-gene-0.2	NA	maker-scaffold-un216-augustus-gene-0.2	maker-scaffold-un216-augustus-gene-0.2
maker-scaffold-un219-augustus-gene-0.1	maker-scaffold-un219-augustus-gene-0.1	NA	maker-scaffold-un219-augustus-gene-0.1	maker-scaffold-un219-augustus-gene-0.1
augustus_masked-scaffold-un220-processed-gene-0.1	augustus_masked-scaffold-un220-processed-gene-0.1	NA	augustus_masked-scaffold-un220-processed-gene-0.1	augustus_masked-scaffold-un220-processed-gene-0.1
augustus_masked-scaffold-un220-processed-gene-0.0	augustus_masked-scaffold-un220-processed-gene-0.0	NA	augustus_masked-scaffold-un220-processed-gene-0.0	augustus_masked-scaffold-un220-processed-gene-0.0
maker-scaffold-un221-augustus-gene-0.1	maker-scaffold-un221-augustus-gene-0.1	NA	maker-scaffold-un221-augustus-gene-0.1	maker-scaffold-un221-augustus-gene-0.1
augustus_masked-scaffold-un222-processed-gene-0.0	augustus_masked-scaffold-un222-processed-gene-0.0	NA	augustus_masked-scaffold-un222-processed-gene-0.0	augustus_masked-scaffold-un222-processed-gene-0.0
maker-scaffold-un223-augustus-gene-0.1	maker-scaffold-un223-augustus-gene-0.1	NA	maker-scaffold-un223-augustus-gene-0.1	maker-scaffold-un223-augustus-gene-0.1
maker-scaffold-un224-augustus-gene-0.1	maker-scaffold-un224-augustus-gene-0.1	NA	maker-scaffold-un224-augustus-gene-0.1	maker-scaffold-un224-augustus-gene-0.1
trnascan-scaffold-un225-noncoding-Pseudo_AGA-gene-0.0	trnascan-scaffold-un225-noncoding-Pseudo_AGA-gene-0.0	NA	trnascan-scaffold-un225-noncoding-Pseudo_AGA-gene-0.0	trnascan-scaffold-un225-noncoding-Pseudo_AGA-gene-0.0
augustus_masked-scaffold-un225-processed-gene-0.1	augustus_masked-scaffold-un225-processed-gene-0.1	NA	augustus_masked-scaffold-un225-processed-gene-0.1	augustus_masked-scaffold-un225-processed-gene-0.1
maker-scaffold-un228-augustus-gene-0.2	maker-scaffold-un228-augustus-gene-0.2	NA	maker-scaffold-un228-augustus-gene-0.2	maker-scaffold-un228-augustus-gene-0.2
maker-scaffold-un229-augustus-gene-0.2	maker-scaffold-un229-augustus-gene-0.2	NA	maker-scaffold-un229-augustus-gene-0.2	maker-scaffold-un229-augustus-gene-0.2
maker-scaffold-un229-augustus-gene-0.3	maker-scaffold-un229-augustus-gene-0.3	NA	maker-scaffold-un229-augustus-gene-0.3	maker-scaffold-un229-augustus-gene-0.3
augustus_masked-scaffold-un230-processed-gene-0.0	augustus_masked-scaffold-un230-processed-gene-0.0	NA	augustus_masked-scaffold-un230-processed-gene-0.0	augustus_masked-scaffold-un230-processed-gene-0.0
maker-scaffold-un231-augustus-gene-0.1	maker-scaffold-un231-augustus-gene-0.1	NA	maker-scaffold-un231-augustus-gene-0.1	maker-scaffold-un231-augustus-gene-0.1
augustus_masked-scaffold-un235-processed-gene-0.1	augustus_masked-scaffold-un235-processed-gene-0.1	NA	augustus_masked-scaffold-un235-processed-gene-0.1	augustus_masked-scaffold-un235-processed-gene-0.1
augustus_masked-scaffold-un235-processed-gene-0.0	augustus_masked-scaffold-un235-processed-gene-0.0	NA	augustus_masked-scaffold-un235-processed-gene-0.0	augustus_masked-scaffold-un235-processed-gene-0.0
augustus_masked-scaffold-un237-processed-gene-0.1	augustus_masked-scaffold-un237-processed-gene-0.1	NA	augustus_masked-scaffold-un237-processed-gene-0.1	augustus_masked-scaffold-un237-processed-gene-0.1
trnascan-scaffold-un237-noncoding-Pseudo_AGG-gene-0.0	trnascan-scaffold-un237-noncoding-Pseudo_AGG-gene-0.0	NA	trnascan-scaffold-un237-noncoding-Pseudo_AGG-gene-0.0	trnascan-scaffold-un237-noncoding-Pseudo_AGG-gene-0.0
maker-scaffold-un237-augustus-gene-0.4	maker-scaffold-un237-augustus-gene-0.4	NA	maker-scaffold-un237-augustus-gene-0.4	maker-scaffold-un237-augustus-gene-0.4
augustus_masked-scaffold-un238-processed-gene-0.0	augustus_masked-scaffold-un238-processed-gene-0.0	NA	augustus_masked-scaffold-un238-processed-gene-0.0	augustus_masked-scaffold-un238-processed-gene-0.0
maker-scaffold-un239-augustus-gene-0.1	maker-scaffold-un239-augustus-gene-0.1	NA	maker-scaffold-un239-augustus-gene-0.1	maker-scaffold-un239-augustus-gene-0.1
maker-scaffold-un240-augustus-gene-0.1	maker-scaffold-un240-augustus-gene-0.1	NA	maker-scaffold-un240-augustus-gene-0.1	maker-scaffold-un240-augustus-gene-0.1
maker-scaffold-un243-augustus-gene-0.4	maker-scaffold-un243-augustus-gene-0.4	NA	maker-scaffold-un243-augustus-gene-0.4	maker-scaffold-un243-augustus-gene-0.4
maker-scaffold-un243-augustus-gene-0.5	maker-scaffold-un243-augustus-gene-0.5	NA	maker-scaffold-un243-augustus-gene-0.5	maker-scaffold-un243-augustus-gene-0.5
augustus_masked-scaffold-un243-processed-gene-0.3	augustus_masked-scaffold-un243-processed-gene-0.3	NA	augustus_masked-scaffold-un243-processed-gene-0.3	augustus_masked-scaffold-un243-processed-gene-0.3
augustus_masked-scaffold-un245-processed-gene-0.0	augustus_masked-scaffold-un245-processed-gene-0.0	NA	augustus_masked-scaffold-un245-processed-gene-0.0	augustus_masked-scaffold-un245-processed-gene-0.0
maker-scaffold-un249-augustus-gene-0.1	maker-scaffold-un249-augustus-gene-0.1	NA	maker-scaffold-un249-augustus-gene-0.1	maker-scaffold-un249-augustus-gene-0.1
augustus_masked-scaffold-un250-processed-gene-0.0	augustus_masked-scaffold-un250-processed-gene-0.0	NA	augustus_masked-scaffold-un250-processed-gene-0.0	augustus_masked-scaffold-un250-processed-gene-0.0
maker-scaffold-un251-augustus-gene-0.1	maker-scaffold-un251-augustus-gene-0.1	NA	maker-scaffold-un251-augustus-gene-0.1	maker-scaffold-un251-augustus-gene-0.1
maker-scaffold-un251-augustus-gene-0.2	maker-scaffold-un251-augustus-gene-0.2	NA	maker-scaffold-un251-augustus-gene-0.2	maker-scaffold-un251-augustus-gene-0.2
augustus_masked-scaffold-un252-processed-gene-0.0	augustus_masked-scaffold-un252-processed-gene-0.0	NA	augustus_masked-scaffold-un252-processed-gene-0.0	augustus_masked-scaffold-un252-processed-gene-0.0
augustus_masked-scaffold-un252-processed-gene-0.3	augustus_masked-scaffold-un252-processed-gene-0.3	NA	augustus_masked-scaffold-un252-processed-gene-0.3	augustus_masked-scaffold-un252-processed-gene-0.3
maker-scaffold-un252-augustus-gene-0.4	maker-scaffold-un252-augustus-gene-0.4	NA	maker-scaffold-un252-augustus-gene-0.4	maker-scaffold-un252-augustus-gene-0.4
augustus_masked-scaffold-un252-processed-gene-0.2	augustus_masked-scaffold-un252-processed-gene-0.2	NA	augustus_masked-scaffold-un252-processed-gene-0.2	augustus_masked-scaffold-un252-processed-gene-0.2
augustus_masked-scaffold-un253-processed-gene-0.0	augustus_masked-scaffold-un253-processed-gene-0.0	NA	augustus_masked-scaffold-un253-processed-gene-0.0	augustus_masked-scaffold-un253-processed-gene-0.0
maker-scaffold-un255-augustus-gene-0.1	maker-scaffold-un255-augustus-gene-0.1	NA	maker-scaffold-un255-augustus-gene-0.1	maker-scaffold-un255-augustus-gene-0.1
maker-scaffold-un257-augustus-gene-0.1	maker-scaffold-un257-augustus-gene-0.1	NA	maker-scaffold-un257-augustus-gene-0.1	maker-scaffold-un257-augustus-gene-0.1
maker-scaffold-un258-augustus-gene-0.3	maker-scaffold-un258-augustus-gene-0.3	NA	maker-scaffold-un258-augustus-gene-0.3	maker-scaffold-un258-augustus-gene-0.3
maker-scaffold-un258-augustus-gene-0.4	maker-scaffold-un258-augustus-gene-0.4	NA	maker-scaffold-un258-augustus-gene-0.4	maker-scaffold-un258-augustus-gene-0.4
maker-scaffold-un258-augustus-gene-0.5	maker-scaffold-un258-augustus-gene-0.5	NA	maker-scaffold-un258-augustus-gene-0.5	maker-scaffold-un258-augustus-gene-0.5
augustus_masked-scaffold-un258-processed-gene-0.2	augustus_masked-scaffold-un258-processed-gene-0.2	NA	augustus_masked-scaffold-un258-processed-gene-0.2	augustus_masked-scaffold-un258-processed-gene-0.2
augustus_masked-scaffold-un261-processed-gene-0.0	augustus_masked-scaffold-un261-processed-gene-0.0	NA	augustus_masked-scaffold-un261-processed-gene-0.0	augustus_masked-scaffold-un261-processed-gene-0.0
maker-scaffold-un262-augustus-gene-0.1	maker-scaffold-un262-augustus-gene-0.1	NA	maker-scaffold-un262-augustus-gene-0.1	maker-scaffold-un262-augustus-gene-0.1
maker-scaffold-un266-augustus-gene-0.0	maker-scaffold-un266-augustus-gene-0.0	NA	maker-scaffold-un266-augustus-gene-0.0	maker-scaffold-un266-augustus-gene-0.0
augustus_masked-scaffold-un267-processed-gene-0.0	augustus_masked-scaffold-un267-processed-gene-0.0	NA	augustus_masked-scaffold-un267-processed-gene-0.0	augustus_masked-scaffold-un267-processed-gene-0.0
maker-scaffold-un268-augustus-gene-0.1	maker-scaffold-un268-augustus-gene-0.1	NA	maker-scaffold-un268-augustus-gene-0.1	maker-scaffold-un268-augustus-gene-0.1
maker-scaffold-un269-augustus-gene-0.1	maker-scaffold-un269-augustus-gene-0.1	NA	maker-scaffold-un269-augustus-gene-0.1	maker-scaffold-un269-augustus-gene-0.1
maker-scaffold-un270-augustus-gene-0.2	maker-scaffold-un270-augustus-gene-0.2	NA	maker-scaffold-un270-augustus-gene-0.2	maker-scaffold-un270-augustus-gene-0.2
augustus_masked-scaffold-un271-processed-gene-0.1	augustus_masked-scaffold-un271-processed-gene-0.1	NA	augustus_masked-scaffold-un271-processed-gene-0.1	augustus_masked-scaffold-un271-processed-gene-0.1
augustus_masked-scaffold-un272-processed-gene-0.0	augustus_masked-scaffold-un272-processed-gene-0.0	NA	augustus_masked-scaffold-un272-processed-gene-0.0	augustus_masked-scaffold-un272-processed-gene-0.0
augustus_masked-scaffold-un275-processed-gene-0.1	augustus_masked-scaffold-un275-processed-gene-0.1	NA	augustus_masked-scaffold-un275-processed-gene-0.1	augustus_masked-scaffold-un275-processed-gene-0.1
maker-scaffold-un275-augustus-gene-0.2	maker-scaffold-un275-augustus-gene-0.2	NA	maker-scaffold-un275-augustus-gene-0.2	maker-scaffold-un275-augustus-gene-0.2
maker-scaffold-un282-augustus-gene-0.1	maker-scaffold-un282-augustus-gene-0.1	NA	maker-scaffold-un282-augustus-gene-0.1	maker-scaffold-un282-augustus-gene-0.1
maker-scaffold-un285-augustus-gene-0.0	maker-scaffold-un285-augustus-gene-0.0	NA	maker-scaffold-un285-augustus-gene-0.0	maker-scaffold-un285-augustus-gene-0.0
augustus_masked-scaffold-un288-processed-gene-0.0	augustus_masked-scaffold-un288-processed-gene-0.0	NA	augustus_masked-scaffold-un288-processed-gene-0.0	augustus_masked-scaffold-un288-processed-gene-0.0
maker-scaffold-un289-augustus-gene-0.1	maker-scaffold-un289-augustus-gene-0.1	NA	maker-scaffold-un289-augustus-gene-0.1	maker-scaffold-un289-augustus-gene-0.1
maker-scaffold-un290-augustus-gene-0.5	maker-scaffold-un290-augustus-gene-0.5	NA	maker-scaffold-un290-augustus-gene-0.5	maker-scaffold-un290-augustus-gene-0.5
augustus_masked-scaffold-un290-processed-gene-0.0	augustus_masked-scaffold-un290-processed-gene-0.0	NA	augustus_masked-scaffold-un290-processed-gene-0.0	augustus_masked-scaffold-un290-processed-gene-0.0
augustus_masked-scaffold-un292-processed-gene-0.0	augustus_masked-scaffold-un292-processed-gene-0.0	NA	augustus_masked-scaffold-un292-processed-gene-0.0	augustus_masked-scaffold-un292-processed-gene-0.0
maker-scaffold-un292-augustus-gene-0.3	maker-scaffold-un292-augustus-gene-0.3	NA	maker-scaffold-un292-augustus-gene-0.3	maker-scaffold-un292-augustus-gene-0.3
augustus_masked-scaffold-un293-processed-gene-0.0	augustus_masked-scaffold-un293-processed-gene-0.0	NA	augustus_masked-scaffold-un293-processed-gene-0.0	augustus_masked-scaffold-un293-processed-gene-0.0
augustus_masked-scaffold-un294-processed-gene-0.0	augustus_masked-scaffold-un294-processed-gene-0.0	NA	augustus_masked-scaffold-un294-processed-gene-0.0	augustus_masked-scaffold-un294-processed-gene-0.0
augustus_masked-scaffold-un296-processed-gene-0.0	augustus_masked-scaffold-un296-processed-gene-0.0	NA	augustus_masked-scaffold-un296-processed-gene-0.0	augustus_masked-scaffold-un296-processed-gene-0.0
maker-scaffold-un297-augustus-gene-0.2	maker-scaffold-un297-augustus-gene-0.2	NA	maker-scaffold-un297-augustus-gene-0.2	maker-scaffold-un297-augustus-gene-0.2
maker-scaffold-un298-augustus-gene-0.2	maker-scaffold-un298-augustus-gene-0.2	NA	maker-scaffold-un298-augustus-gene-0.2	maker-scaffold-un298-augustus-gene-0.2
maker-scaffold-un298-augustus-gene-0.3	maker-scaffold-un298-augustus-gene-0.3	NA	maker-scaffold-un298-augustus-gene-0.3	maker-scaffold-un298-augustus-gene-0.3
